马老师:沈阳大学学士，高级软件工程师，从事 NET平台下的项目开发，工作认真，性格开朗，亲和力强，善于沟通。　　专业特长：C  WinForm、ASP
雷老师:曾就职于多家大型软件公司，积累了多年开发经验和项目管理经验，从事多个软件项目的开发，实战经验丰富。
沈老师:毕业于四川师范大学数学与软件科学学院，具有多年项目开发和项目管理经验，从事多个软件项目的开发，实战经验丰富;
苏老师:具有多年的项目经验与教学经验，具体表现为：11年的Accp教学经验：课堂教学中时刻关注学生的接受程度，擅长因材施教。
杨老师:本科就读于北京航空航天大学，后赴加拿大，就读于Dalhousie University。工作认真负责， 表达能力出色。
吴老师:对IT行业、教育工作保持着高度的热情，拥有丰富的教学经验，思维逻辑清晰，控课能力强，具有丰富的实践经验，擅长Java编码语言和主流数据库
方老师:曾就职于国内多家金融上市公司，熟悉金融领域开发，有多年实战经验。精通JavaEE，熟悉SQL Server、MySQL等主流数据库，熟悉SSH、SSM、JPA
李老师:主要负责技术支持，毕业于信息技术学校，曾在知名通讯公司任职实施工程师，擅长计算机硬件维护、桌面维护、服务器维护、网络安全维护，拥有...
